sample_id,wav_path,dataset,original_split,speaker_id,emotion_raw,emotion,text,sampling_rate,duration_sec,processed_wav_path,processed_sampling_rate,processed_duration_sec,duration_bucket,is_valid_length,split
iemocap_train_00000030_c749642bd406,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000030_c749642bd406.wav,iemocap,train,Ses01F,sad,sad, Did you get the mail? So you saw my letter?,16000,9.3311875,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000030_c749642bd406.wav,16000,9.3311875,long,True,train
iemocap_train_00000031_5302f33ba7c3,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000031_5302f33ba7c3.wav,iemocap,train,Ses01F,sad,sad, Yeah.  I know.,16000,2.93,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000031_5302f33ba7c3.wav,16000,2.93,medium,True,train
iemocap_train_00000032_b6e8674c16e2,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000032_b6e8674c16e2.wav,iemocap,train,Ses01F,sad,sad, I don't know.  I put in that. request too. They didn't...,16000,5.7235,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000032_b6e8674c16e2.wav,16000,5.7235,long,True,train
iemocap_train_00000033_0efcba6c4529,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000033_0efcba6c4529.wav,iemocap,train,Ses01F,neutral,neutral," I guess, you know, everybody has to make sacrifices.",16000,5.6525,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000033_0efcba6c4529.wav,16000,5.6525,long,True,train
iemocap_train_00000034_1011fabc570e,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000034_1011fabc570e.wav,iemocap,train,Ses01F,sad,sad," There's people that have given more though, you know?",16000,5.7699375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000034_1011fabc570e.wav,16000,5.7699375,long,True,train
iemocap_train_00000035_aa5288d72bda,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000035_aa5288d72bda.wav,iemocap,train,Ses01F,sad,sad, I know.,16000,2.56,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000035_aa5288d72bda.wav,16000,2.56,medium,True,train
iemocap_train_00000036_a641c79bf9a7,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000036_a641c79bf9a7.wav,iemocap,train,Ses01F,neutral,neutral," There's babies over there, though, that need mothers.",16000,4.215,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000036_a641c79bf9a7.wav,16000,4.215,medium,True,train
iemocap_train_00000037_ee7d753a9981,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000037_ee7d753a9981.wav,iemocap,train,Ses01F,sad,sad," I'm not okay with it, but I don't-- it's not like I have a choice.  I don't see what crying about it is going to fix.",16000,6.18,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000037_ee7d753a9981.wav,16000,6.18,long,True,train
iemocap_train_00000038_d148d16c03dc,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000038_d148d16c03dc.wav,iemocap,train,Ses01F,sad,sad," Just, you know, kicking myself.",16000,3.8868125,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000038_d148d16c03dc.wav,16000,3.8868125,medium,True,train
iemocap_train_00000039_695e4686639e,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000039_695e4686639e.wav,iemocap,train,Ses01F,sad,sad, like you sign up because you need money and,16000,4.33,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000039_695e4686639e.wav,16000,4.33,medium,True,train
iemocap_train_00000040_df9d82b894c0,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000040_df9d82b894c0.wav,iemocap,train,Ses01F,sad,sad, things just aren't what they seem.,16000,4.25,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000040_df9d82b894c0.wav,16000,4.25,medium,True,train
iemocap_train_00000041_b07b7cbe301f,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000041_b07b7cbe301f.wav,iemocap,train,Ses01F,sad,sad," We're doing the right thing, though.",16000,3.33525,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000041_b07b7cbe301f.wav,16000,3.33525,medium,True,train
iemocap_train_00000042_e6ec8e847ba0,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000042_e6ec8e847ba0.wav,iemocap,train,Ses01F,sad,sad," If not me then, who?",16000,3.0305,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000042_e6ec8e847ba0.wav,16000,3.0305,medium,True,train
iemocap_train_00000043_f5d91b0768c2,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000043_f5d91b0768c2.wav,iemocap,train,Ses01F,sad,sad," You'll videotape everything, yeah?",16000,6.1254375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000043_f5d91b0768c2.wav,16000,6.1254375,long,True,train
iemocap_train_00000044_caa018e6561b,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000044_caa018e6561b.wav,iemocap,train,Ses01F,sad,sad," Maybe you can send it to me, like stream it, yeah?",16000,7.4,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000044_caa018e6561b.wav,16000,7.4,long,True,train
iemocap_train_00000045_c6a85bf87590,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000045_c6a85bf87590.wav,iemocap,train,Ses01F,sad,sad, Last month--  Yeah.,16000,3.587875,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000045_c6a85bf87590.wav,16000,3.587875,medium,True,train
iemocap_train_00000046_ebe3744b0cfd,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000046_ebe3744b0cfd.wav,iemocap,train,Ses01F,neutral,neutral, I have to find sitters.,16000,2.1899375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000046_ebe3744b0cfd.wav,16000,2.1899375,medium,True,train
iemocap_train_00000047_de6be8842200,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000047_de6be8842200.wav,iemocap,train,Ses01F,sad,sad," We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",16000,6.6549375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000047_de6be8842200.wav,16000,6.6549375,long,True,train
iemocap_train_00000048_d8d3a9eb9e6b,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000048_d8d3a9eb9e6b.wav,iemocap,train,Ses01F,neutral,neutral, And your mother is close by.,16000,3.05,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000048_d8d3a9eb9e6b.wav,16000,3.05,medium,True,train
iemocap_train_00000049_9de709dda92c,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000049_9de709dda92c.wav,iemocap,train,Ses01F,sad,sad, I'll send you lots of letters.,16000,3.059375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000049_9de709dda92c.wav,16000,3.059375,medium,True,train
iemocap_train_00000050_3677719a62c9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000050_3677719a62c9.wav,iemocap,train,Ses01F,sad,sad, And I want lots and lots and lots of pictures.,16000,4.5299375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000050_3677719a62c9.wav,16000,4.5299375,medium,True,train
iemocap_train_00000051_07bb7141b268,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000051_07bb7141b268.wav,iemocap,train,Ses01F,sad,sad, It's not fair.,16000,3.026375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000051_07bb7141b268.wav,16000,3.026375,medium,True,train
iemocap_train_00000052_4507c0d11887,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000052_4507c0d11887.wav,iemocap,train,Ses01F,sad,sad," I don't understand.  You've already done so much, I don't know why do you have to go back.",16000,5.7958125,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000052_4507c0d11887.wav,16000,5.7958125,long,True,train
iemocap_train_00000055_16e274bee5a8,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000055_16e274bee5a8.wav,iemocap,train,Ses01F,sad,sad, Then why is that fair?  Why--,16000,3.305,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000055_16e274bee5a8.wav,16000,3.305,medium,True,train
iemocap_train_00000056_7b429b034e22,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000056_7b429b034e22.wav,iemocap,train,Ses01F,sad,sad, I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,16000,4.9499375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000056_7b429b034e22.wav,16000,4.9499375,medium,True,train
iemocap_train_00000057_29cd3bce99a9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000057_29cd3bce99a9.wav,iemocap,train,Ses01F,sad,sad, I'm just trying to think of another way.  I'm just trying to...,16000,6.9599375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000057_29cd3bce99a9.wav,16000,6.9599375,long,True,train
iemocap_train_00000058_da9bf6d58413,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000058_da9bf6d58413.wav,iemocap,train,Ses01F,angry,angry, This is a stupid war.,16000,3.8299375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000058_da9bf6d58413.wav,16000,3.8299375,medium,True,train
iemocap_train_00000060_81c813fde08f,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000060_81c813fde08f.wav,iemocap,train,Ses01F,sad,sad, I just don't see why it has to be you.,16000,3.6725,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000060_81c813fde08f.wav,16000,3.6725,medium,True,train
iemocap_train_00000061_e0ca641dcf8a,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000061_e0ca641dcf8a.wav,iemocap,train,Ses01F,sad,sad, What am I going to do? Huh?,16000,4.2194375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000061_e0ca641dcf8a.wav,16000,4.2194375,medium,True,train
iemocap_train_00000062_e6aa8f817fa4,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000062_e6aa8f817fa4.wav,iemocap,train,Ses01F,sad,sad, Yeah.,16000,3.2199375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000062_e6aa8f817fa4.wav,16000,3.2199375,medium,True,train
iemocap_train_00000063_6ee8cbdbc2e0,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000063_6ee8cbdbc2e0.wav,iemocap,train,Ses01F,neutral,neutral, Don't you guys have access to computers over there.,16000,4.6800625,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000063_6ee8cbdbc2e0.wav,16000,4.6800625,medium,True,train
iemocap_train_00000064_827c2c749810,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000064_827c2c749810.wav,iemocap,train,Ses01F,sad,sad, I just don't know how I'm going to do it without you.,16000,4.73,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000064_827c2c749810.wav,16000,4.73,medium,True,train
iemocap_train_00000065_1fff4d1464fc,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000065_1fff4d1464fc.wav,iemocap,train,Ses01F,sad,sad, I can't raise a baby by myself.  How?,16000,4.615,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000065_1fff4d1464fc.wav,16000,4.615,medium,True,train
iemocap_train_00000066_165658359433,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000066_165658359433.wav,iemocap,train,Ses01F,neutral,neutral, I know.,16000,1.25,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000066_165658359433.wav,16000,1.25,short,True,train
iemocap_train_00000068_70d6c9158550,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000068_70d6c9158550.wav,iemocap,train,Ses01F,happy,happy, Well Vegas was awesome.,16000,2.86,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000068_70d6c9158550.wav,16000,2.86,medium,True,train
iemocap_train_00000069_d38736b90717,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000069_d38736b90717.wav,iemocap,train,Ses01F,happy,happy," And, um, I got married.",16000,3.4399375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000069_d38736b90717.wav,16000,3.4399375,medium,True,train
iemocap_train_00000070_a32a3d2485d7,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000070_a32a3d2485d7.wav,iemocap,train,Ses01F,happy,happy, Yeah.  In the old town part.,16000,2.5699375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000070_a32a3d2485d7.wav,16000,2.5699375,medium,True,train
iemocap_train_00000071_f866786ddf22,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000071_f866786ddf22.wav,iemocap,train,Ses01F,excited,happy, Chuck. [LAUGHTER],16000,4.6166875,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000071_f866786ddf22.wav,16000,4.6166875,medium,True,train
iemocap_train_00000072_9e7e3d4fc304,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000072_9e7e3d4fc304.wav,iemocap,train,Ses01F,happy,happy, Um- Yes.  It was very romantic.,16000,3.7699375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000072_9e7e3d4fc304.wav,16000,3.7699375,medium,True,train
iemocap_train_00000073_224d87d53327,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000073_224d87d53327.wav,iemocap,train,Ses01F,happy,happy, It was at the slot machines.,16000,2.581625,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000073_224d87d53327.wav,16000,2.581625,medium,True,train
iemocap_train_00000074_ae5da928b217,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000074_ae5da928b217.wav,iemocap,train,Ses01F,happy,happy," Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",16000,6.34,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000074_ae5da928b217.wav,16000,6.34,long,True,train
iemocap_train_00000075_ad0285812963,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000075_ad0285812963.wav,iemocap,train,Ses01F,excited,happy, Hey.  Let's get married and I said okay.,16000,4.4650625,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000075_ad0285812963.wav,16000,4.4650625,medium,True,train
iemocap_train_00000076_cb9f1548ac3d,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000076_cb9f1548ac3d.wav,iemocap,train,Ses01F,happy,happy," Yeah.  Well.  You know, because he's leaving the next day.",16000,2.67,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000076_cb9f1548ac3d.wav,16000,2.67,medium,True,train
iemocap_train_00000077_da78413c7529,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000077_da78413c7529.wav,iemocap,train,Ses01F,happy,happy, But we're going to have a honeymoon cruise.,16000,1.6999375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000077_da78413c7529.wav,16000,1.6999375,short,True,train
iemocap_train_00000078_0e5cf0465a91,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000078_0e5cf0465a91.wav,iemocap,train,Ses01F,happy,happy, Oh.  I hadn't even thought about that.,16000,3.2049375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000078_0e5cf0465a91.wav,16000,3.2049375,medium,True,train
iemocap_train_00000079_fd5414d0dc23,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000079_fd5414d0dc23.wav,iemocap,train,Ses01F,excited,happy," He's not going to be a citizen, though.",16000,2.1324375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000079_fd5414d0dc23.wav,16000,2.1324375,medium,True,train
iemocap_train_00000080_2be5c200e998,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000080_2be5c200e998.wav,iemocap,train,Ses01F,happy,happy, Oh.  Totally.,16000,2.2849375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000080_2be5c200e998.wav,16000,2.2849375,medium,True,train
iemocap_train_00000081_546fa261dd67,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000081_546fa261dd67.wav,iemocap,train,Ses01F,happy,happy, I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],16000,5.1299375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000081_546fa261dd67.wav,16000,5.1299375,long,True,train
iemocap_train_00000082_32e8d4663b50,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000082_32e8d4663b50.wav,iemocap,train,Ses01F,excited,happy, I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,16000,5.74,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000082_32e8d4663b50.wav,16000,5.74,long,True,train
iemocap_train_00000083_67f64c43fc05,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000083_67f64c43fc05.wav,iemocap,train,Ses01F,excited,happy," Yeah, so [LAUGHTER] He's calling me now",16000,4.5749375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000083_67f64c43fc05.wav,16000,4.5749375,medium,True,train
iemocap_train_00000084_849172589010,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000084_849172589010.wav,iemocap,train,Ses01F,happy,happy," He likes to keep tabs, you know.",16000,2.0524375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000084_849172589010.wav,16000,2.0524375,medium,True,train
iemocap_train_00000085_4974df1dec89,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000085_4974df1dec89.wav,iemocap,train,Ses01F,neutral,neutral," Uh, I think seven hundred and fifty dollars.",16000,2.9825,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000085_4974df1dec89.wav,16000,2.9825,medium,True,train
iemocap_train_00000086_fc6d258d3963,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000086_fc6d258d3963.wav,iemocap,train,Ses01F,neutral,neutral, Penny slots. That's what he plays.,16000,2.9225,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000086_fc6d258d3963.wav,16000,2.9225,medium,True,train
iemocap_train_00000087_853866dfd789,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000087_853866dfd789.wav,iemocap,train,Ses01F,neutral,neutral, Yeah.,16000,1.4199375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000087_853866dfd789.wav,16000,1.4199375,short,True,train
iemocap_train_00000088_8fc677264ca9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000088_8fc677264ca9.wav,iemocap,train,Ses01F,happy,happy, Oh.,16000,1.3799375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000088_8fc677264ca9.wav,16000,1.3799375,short,True,train
iemocap_train_00000089_792d300149c9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000089_792d300149c9.wav,iemocap,train,Ses01F,happy,happy, Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,16000,5.46,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000089_792d300149c9.wav,16000,5.46,long,True,train
iemocap_train_00000090_39298c46dbb2,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000090_39298c46dbb2.wav,iemocap,train,Ses01F,neutral,neutral, Fifty bucks. Mmhmm.,16000,2.2524375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000090_39298c46dbb2.wav,16000,2.2524375,medium,True,train
iemocap_train_00000092_3f0d29e22f6d,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000092_3f0d29e22f6d.wav,iemocap,train,Ses01F,happy,happy, Well so now we're married. We have cat children.,16000,4.4025,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000092_3f0d29e22f6d.wav,16000,4.4025,medium,True,train
iemocap_train_00000093_791d26b157f4,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000093_791d26b157f4.wav,iemocap,train,Ses01F,happy,happy," We renamed Brenda, Lumber Janet.",16000,3.93,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000093_791d26b157f4.wav,16000,3.93,medium,True,train
iemocap_train_00000094_d493cb8eadb2,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000094_d493cb8eadb2.wav,iemocap,train,Ses01F,happy,happy, She needs a new name each state that we go into. [LAUGHTER],16000,6.0099375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000094_d493cb8eadb2.wav,16000,6.0099375,long,True,train
iemocap_train_00000095_11dd4319d596,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000095_11dd4319d596.wav,iemocap,train,Ses01F,neutral,neutral, So what's up?  What's new?,16000,2.2199375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000095_11dd4319d596.wav,16000,2.2199375,medium,True,train
iemocap_train_00000096_b3fa2d9049f1,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000096_b3fa2d9049f1.wav,iemocap,train,Ses01F,neutral,neutral, Yeah.  I heard.,16000,2.0599375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000096_b3fa2d9049f1.wav,16000,2.0599375,medium,True,train
iemocap_train_00000098_e8d6785663f0,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000098_e8d6785663f0.wav,iemocap,train,Ses01F,excited,happy, Who did you marry?,16000,3.9775,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000098_e8d6785663f0.wav,16000,3.9775,medium,True,train
iemocap_train_00000099_bffeb13c338b,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000099_bffeb13c338b.wav,iemocap,train,Ses01F,excited,happy, Did you propose to you?,16000,2.5768125,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000099_bffeb13c338b.wav,16000,2.5768125,medium,True,train
