sample_id,wav_path,dataset,original_split,speaker_id,emotion_raw,emotion,text,sampling_rate,duration_sec,processed_wav_path,processed_sampling_rate,processed_duration_sec,duration_bucket,is_valid_length,split
iemocap_train_00000181_9ba12f3a0c6e,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000181_9ba12f3a0c6e.wav,iemocap,train,Ses01F,neutral,neutral, Yes.  One less car at a time.,16000,2.6625,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000181_9ba12f3a0c6e.wav,16000,2.6625,medium,True,train
iemocap_train_00000199_7fb0a73ac8f0,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000199_7fb0a73ac8f0.wav,iemocap,train,Ses01F,angry,angry, Flight seven fourteen.,16000,2.1199375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000199_7fb0a73ac8f0.wav,16000,2.1199375,medium,True,train
iemocap_train_00000204_6aece0949529,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000204_6aece0949529.wav,iemocap,train,Ses01F,angry,angry, So you'll give me money and then I'll get my bag?,16000,3.31,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000204_6aece0949529.wav,16000,3.31,medium,True,train
iemocap_train_00000210_efcebb32d2a9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000210_efcebb32d2a9.wav,iemocap,train,Ses01F,angry,angry," If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",16000,5.3749375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000210_efcebb32d2a9.wav,16000,5.3749375,long,True,train
iemocap_train_00000213_b116caaafb46,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000213_b116caaafb46.wav,iemocap,train,Ses01F,angry,angry, Who's in charge?  Who is the president of Jet Blue?,16000,3.3874375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000213_b116caaafb46.wav,16000,3.3874375,medium,True,train
iemocap_train_00000217_d5e3c1207290,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000217_d5e3c1207290.wav,iemocap,train,Ses01F,angry,angry, What's your name?,16000,1.4875,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000217_d5e3c1207290.wav,16000,1.4875,short,True,train
iemocap_train_00000218_0b1b087f38a1,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000218_0b1b087f38a1.wav,iemocap,train,Ses01F,angry,angry, Sean.  Great. Do you have a badge number or something?,16000,4.625,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000218_0b1b087f38a1.wav,16000,4.625,medium,True,train
iemocap_train_00000227_46d535b21d14,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000227_46d535b21d14.wav,iemocap,train,Ses01F,neutral,neutral, Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,16000,4.0599375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000227_46d535b21d14.wav,16000,4.0599375,medium,True,train
iemocap_train_00000231_6592b13c2200,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000231_6592b13c2200.wav,iemocap,train,Ses01F,neutral,neutral," Yeah. Yeah, I don't see- I don't see any--",16000,5.85,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000231_6592b13c2200.wav,16000,5.85,long,True,train
iemocap_train_00000235_ec3a3e81fe93,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000235_ec3a3e81fe93.wav,iemocap,train,Ses01F,neutral,neutral, Yeah.,16000,1.4399375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000235_ec3a3e81fe93.wav,16000,1.4399375,short,True,train
iemocap_train_00000236_96cc5a9d1e46,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000236_96cc5a9d1e46.wav,iemocap,train,Ses01F,neutral,neutral," No, no.",16000,1.4499375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000236_96cc5a9d1e46.wav,16000,1.4499375,short,True,train
iemocap_train_00000237_1adaae61f477,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000237_1adaae61f477.wav,iemocap,train,Ses01F,neutral,neutral," No, no.  This is real.",16000,3.0225,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000237_1adaae61f477.wav,16000,3.0225,medium,True,train
iemocap_train_00000238_a46b131483a9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000238_a46b131483a9.wav,iemocap,train,Ses01F,neutral,neutral," No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",16000,8.2374375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000238_a46b131483a9.wav,16000,8.2374375,long,True,train
iemocap_train_00000239_2a77c9029ccf,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000239_2a77c9029ccf.wav,iemocap,train,Ses01F,neutral,neutral, this is the only track record that we have and if it's not listed here then it's probably not anywhere.,16000,6.395,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000239_2a77c9029ccf.wav,16000,6.395,long,True,train
iemocap_train_00000241_5e6719feb687,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000241_5e6719feb687.wav,iemocap,train,Ses01F,neutral,neutral, Yes.,16000,1.5299375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000241_5e6719feb687.wav,16000,1.5299375,short,True,train
iemocap_train_00000242_5d47c2b14344,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000242_5d47c2b14344.wav,iemocap,train,Ses01F,neutral,neutral, I know.,16000,1.33,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000242_5d47c2b14344.wav,16000,1.33,short,True,train
iemocap_train_00000247_f1b17e36c84e,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000247_f1b17e36c84e.wav,iemocap,train,Ses01F,neutral,neutral, It's a gift.,16000,1.3749375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000247_f1b17e36c84e.wav,16000,1.3749375,short,True,train
iemocap_train_00000248_0773879400d2,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000248_0773879400d2.wav,iemocap,train,Ses01F,neutral,neutral," You know, the airlines can not be held responsible for every bag of luggage that comes through here.",16000,5.7475,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000248_0773879400d2.wav,16000,5.7475,long,True,train
iemocap_train_00000252_21e20e18abbf,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000252_21e20e18abbf.wav,iemocap,train,Ses01F,neutral,neutral," Right now all I can do is just give you this fifty dollars, I'm really sorry.",16000,4.5299375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000252_21e20e18abbf.wav,16000,4.5299375,medium,True,train
iemocap_train_00000258_39b4f70696d9,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000258_39b4f70696d9.wav,iemocap,train,Ses01F,sad,sad, It's okay.,16000,3.376,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000258_39b4f70696d9.wav,16000,3.376,medium,True,train
iemocap_train_00000261_218e7e88c154,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000261_218e7e88c154.wav,iemocap,train,Ses01F,neutral,neutral, That's sweet.,16000,1.33,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000261_218e7e88c154.wav,16000,1.33,short,True,train
iemocap_train_00000263_040f14baed8a,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000263_040f14baed8a.wav,iemocap,train,Ses01F,sad,sad, I went to see her headstone a week or two ago.,16000,6.6875,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000263_040f14baed8a.wav,16000,6.6875,long,True,train
iemocap_train_00000272_e2d4f3eefe34,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000272_e2d4f3eefe34.wav,iemocap,train,Ses01F,sad,sad, At the cemetery?,16000,1.99,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000272_e2d4f3eefe34.wav,16000,1.99,short,True,train
iemocap_train_00000274_fbd3db8ea677,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000274_fbd3db8ea677.wav,iemocap,train,Ses01F,neutral,neutral," I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",16000,7.5975,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000274_fbd3db8ea677.wav,16000,7.5975,long,True,train
iemocap_train_00000280_fb51f2b5d75e,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000280_fb51f2b5d75e.wav,iemocap,train,Ses01F,sad,sad, She used to have these poetry parties on Memorial Day.,16000,4.91,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000280_fb51f2b5d75e.wav,16000,4.91,medium,True,train
iemocap_train_00000282_ad4f24cb3ef5,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000282_ad4f24cb3ef5.wav,iemocap,train,Ses01F,sad,sad," And the last time before she died, I remember she couldn't really stand, umm...",16000,6.8999375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000282_ad4f24cb3ef5.wav,16000,6.8999375,long,True,train
iemocap_train_00000287_ba520ee741fa,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000287_ba520ee741fa.wav,iemocap,train,Ses01F,sad,sad," I'm sorry, Joy.",16000,3.28,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000287_ba520ee741fa.wav,16000,3.28,medium,True,train
iemocap_train_00000290_260fbd4e24a8,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000290_260fbd4e24a8.wav,iemocap,train,Ses01F,sad,sad, You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,16000,6.05,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000290_260fbd4e24a8.wav,16000,6.05,long,True,train
iemocap_train_00000291_c659568821df,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000291_c659568821df.wav,iemocap,train,Ses01F,neutral,neutral, Hmm.,16000,1.3199375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000291_c659568821df.wav,16000,1.3199375,short,True,train
iemocap_train_00000293_15265714dfc3,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000293_15265714dfc3.wav,iemocap,train,Ses01F,neutral,neutral, Mmhmm.,16000,1.49,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000293_15265714dfc3.wav,16000,1.49,short,True,train
iemocap_train_00000294_3dda41f287dd,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000294_3dda41f287dd.wav,iemocap,train,Ses01F,sad,sad, Yeah.,16000,1.72,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000294_3dda41f287dd.wav,16000,1.72,short,True,train
iemocap_train_00000302_e82a9c55c528,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000302_e82a9c55c528.wav,iemocap,train,Ses01F,neutral,neutral, Mmhmm.,16000,1.9599375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000302_e82a9c55c528.wav,16000,1.9599375,short,True,train
iemocap_train_00000312_c1f6b7086e8c,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000312_c1f6b7086e8c.wav,iemocap,train,Ses01F,excited,happy, It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,16000,9.73,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000312_c1f6b7086e8c.wav,16000,9.73,long,True,train
iemocap_train_00000313_68450a8031a2,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000313_68450a8031a2.wav,iemocap,train,Ses01F,excited,happy," Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",16000,7.275,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000313_68450a8031a2.wav,16000,7.275,long,True,train
iemocap_train_00000314_2f4a8944ca94,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000314_2f4a8944ca94.wav,iemocap,train,Ses01F,excited,happy, Yeah.  I'm not sure.,16000,2.2775,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000314_2f4a8944ca94.wav,16000,2.2775,medium,True,train
iemocap_train_00000320_81f41cfd402f,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000320_81f41cfd402f.wav,iemocap,train,Ses01F,excited,happy, Yeah.  Totally. [LAUGHTER],16000,2.8874375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000320_81f41cfd402f.wav,16000,2.8874375,medium,True,train
iemocap_train_00000321_9b2e98e9ecbe,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000321_9b2e98e9ecbe.wav,iemocap,train,Ses01F,excited,happy," I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",16000,9.05,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000321_9b2e98e9ecbe.wav,16000,9.05,long,True,train
iemocap_train_00000325_4ca082fd2eb4,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000325_4ca082fd2eb4.wav,iemocap,train,Ses01F,excited,happy," Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",16000,7.3799375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000325_4ca082fd2eb4.wav,16000,7.3799375,long,True,train
iemocap_train_00000328_60f2671a4f0c,/home/mmr/emo_paper/ser_project/data/raw/iemocap/train/iemocap_train_00000328_60f2671a4f0c.wav,iemocap,train,Ses01F,excited,happy, A rapper party ho. Yeah. Okay.,16000,5.7024375,/home/mmr/emo_paper/ser_project/data/processed/iemocap/train/iemocap_train_00000328_60f2671a4f0c.wav,16000,5.7024375,long,True,train
