config_file,experiment_name,model_name,encoder_backbone_name,wav2vec2_variant,frozen_vs_finetuned,chunk_settings,chunk_count_or_chunk_length,pooling_type,discriminator_type,hidden_dimensions,optimizer,learning_rate,batch_size,num_epochs,seed,lambda_or_domain_loss_weights,utterance_domain_loss_weight,chunk_domain_loss_weight,grl_alpha,chunk_grl_alpha,early_stopping_setting,validation_setting,max_duration_sec,dropout,num_classes
iemocap_to_podcast_chunk_domain_utt_seed7.yaml,iemocap_to_podcast_chunk_domain_utt_seed7,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,7,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_domain_utt_srcfrac25.yaml,iemocap_to_podcast_chunk_domain_utt_srcfrac25,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_domain_utt_srcfrac50.yaml,iemocap_to_podcast_chunk_domain_utt_srcfrac50,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_domain_utt_tgtfrac25.yaml,iemocap_to_podcast_chunk_domain_utt_tgtfrac25,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_domain_utt_tgtfrac50.yaml,iemocap_to_podcast_chunk_domain_utt_tgtfrac50,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_domain_utt_tgtfrac75.yaml,iemocap_to_podcast_chunk_domain_utt_tgtfrac75,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_seed13.yaml,iemocap_to_podcast_chunk_seed13,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,13,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_seed7.yaml,iemocap_to_podcast_chunk_seed7,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,7,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_srcfrac25.yaml,iemocap_to_podcast_chunk_srcfrac25,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_chunk_srcfrac50.yaml,iemocap_to_podcast_chunk_srcfrac50,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
iemocap_to_podcast_meanpool.yaml,iemocap_to_podcast_meanpool,wav2vec2_mean_pool,wav2vec2,facebook/wav2vec2-base,frozen,not_applicable,not_applicable,mean,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_in_corpus_attnpool.yaml,podcast_in_corpus_attnpool,wav2vec2_attention_pool,wav2vec2,facebook/wav2vec2-base,frozen,not_applicable,not_applicable,attention,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),explicit dev_manifest,12.0,0.2,4
podcast_in_corpus_chunk.yaml,podcast_in_corpus_chunk,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),explicit dev_manifest,12.0,0.2,4
podcast_in_corpus_meanpool.yaml,podcast_in_corpus_meanpool,wav2vec2_mean_pool,wav2vec2,facebook/wav2vec2-base,frozen,not_applicable,not_applicable,mean,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),explicit dev_manifest,12.0,0.2,4
podcast_to_iemocap_attnpool.yaml,podcast_to_iemocap_attnpool,wav2vec2_attention_pool,wav2vec2,facebook/wav2vec2-base,frozen,not_applicable,not_applicable,attention,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk.yaml,podcast_to_iemocap_chunk,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk_domain_both.yaml,podcast_to_iemocap_chunk_domain_both,chunk_attention_domain_both,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_and_chunk_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,1.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk_domain_utt.yaml,podcast_to_iemocap_chunk_domain_utt,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,42,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk_domain_utt_seed13.yaml,podcast_to_iemocap_chunk_domain_utt_seed13,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,13,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk_domain_utt_seed7.yaml,podcast_to_iemocap_chunk_domain_utt_seed7,chunk_attention_domain_utt,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,utterance_domain_classifier,UNKNOWN,AdamW,0.0002,8,8,7,1.0,1.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk_seed13.yaml,podcast_to_iemocap_chunk_seed13,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,13,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_chunk_seed7.yaml,podcast_to_iemocap_chunk_seed7,chunk_attention,wav2vec2,facebook/wav2vec2-base,frozen,"size=1.0,overlap=0.5",1.0,chunk_attention,none,UNKNOWN,AdamW,0.0002,8,8,7,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
podcast_to_iemocap_meanpool.yaml,podcast_to_iemocap_meanpool,wav2vec2_mean_pool,wav2vec2,facebook/wav2vec2-base,frozen,not_applicable,not_applicable,mean,none,UNKNOWN,AdamW,0.0002,8,8,42,UNKNOWN,0.0,0.0,1.0,1.0,UNKNOWN (fixed epochs; best checkpoint by dev UAR),train CSV split column fallback,12.0,0.2,4
